2024-08-20 14:31:56.230,1505,2281,665,827,873,0,1696,1556,1417,1553
2024-08-20 14:31:56.323,1817,2413,1035,580,1171,0,1576,1337,1022,1387
2024-08-20 14:31:56.371,1965,2331,1300,653,1508,0,1581,1371,1050,1441
2024-08-20 14:31:56.421,2117,2224,1555,787,1802,0,1599,1556,1128,1567
2024-08-20 14:31:56.471,2299,2073,1787,998,1827,0,1580,1646,713,1502
2024-08-20 14:31:56.521,2399,1789,1933,1241,1940,120,1575,1630,104,1461
2024-08-20 14:31:56.571,2347,1583,2067,1467,2129,487,1563,1573,0,1477
2024-08-20 14:31:56.621,2223,1463,2141,1590,2117,936,1525,1618,0,1495
2024-08-20 14:31:56.671,2045,1317,2229,1693,1832,1471,1515,1719,83,1493
2024-08-20 14:31:56.721,1843,1179,2311,1741,1735,2085,1508,1695,307,1460
2024-08-20 14:31:56.771,1675,1115,2395,1830,2145,2601,1572,1714,600,1461
2024-08-20 14:31:56.821,1608,1097,2404,1961,2329,3021,1573,1768,855,1397
2024-08-20 14:31:57.057,871,1125,1699,2741,1789,4095,1553,1587,2075,1515
2024-08-20 14:31:57.063,852,1133,1673,2766,1771,4095,1551,1587,2101,1498
2024-08-20 14:31:57.113,709,1362,1368,2851,1693,4095,1598,1549,2219,1598
2024-08-20 14:31:57.163,653,1560,1042,2407,1727,4095,1615,1491,2327,1733
2024-08-20 14:31:57.213,677,1582,713,1704,1683,4095,1533,1447,2263,1706
2024-08-20 14:31:57.263,773,1512,501,1049,1365,2852,1511,1509,1910,1756
2024-08-20 14:31:57.313,907,1696,470,729,1273,1351,1545,1501,1459,1746
2024-08-20 14:31:57.363,1113,1957,559,573,884,72,1567,1479,1100,1689
2024-08-20 14:31:57.414,1373,2187,735,564,356,0,1575,1439,839,1598
2024-08-20 14:31:57.464,1643,2367,955,617,291,0,1533,1403,659,1566
2024-08-20 14:31:57.514,1869,2607,1208,741,464,0,1510,1382,517,1579
2024-08-20 14:31:57.564,2055,2540,1471,887,287,0,1531,1367,391,1559
2024-08-20 14:31:57.614,2223,2453,1695,1036,409,0,1545,1274,420,1611
2024-08-20 14:31:57.664,2329,2185,1891,1160,1049,0,1493,1316,637,1695
2024-08-20 14:31:57.715,2394,1933,2036,1321,1812,0,1439,1506,971,1735
2024-08-20 14:31:57.766,2367,1705,2155,1517,2461,0,1480,1607,1247,1617
2024-08-20 14:31:57.816,2157,1501,2235,1675,2407,0,1495,1644,1429,1555
2024-08-20 14:31:57.866,1911,1268,2265,1739,2813,0,1523,1642,1668,1525
2024-08-20 14:31:57.916,1677,1087,2247,1783,2998,84,1581,1609,1960,1595
2024-08-20 14:31:57.966,1529,1031,2199,1838,2829,421,1587,1637,2262,1742
2024-08-20 14:31:58.016,1479,888,2133,1927,2828,904,1506,1692,2533,1771
2024-08-20 14:31:58.066,1372,845,2022,2182,2405,1391,1495,1758,2741,1653
2024-08-20 14:31:58.116,1209,997,1903,2492,2213,1881,1491,1803,2917,1557
2024-08-20 14:31:58.166,1096,1162,1823,2693,1735,2357,1533,2007,3015,1511
2024-08-20 14:31:58.216,985,1430,1711,2644,1608,2797,1573,2288,3047,1499
2024-08-20 14:31:58.266,808,1609,1478,2616,1596,3385,1607,2376,3002,1519
2024-08-20 14:31:58.316,675,1614,1223,2569,1564,4095,1565,2316,2897,1529
2024-08-20 14:31:58.366,672,1604,1019,2523,1565,4095,1500,2169,2639,1524
2024-08-20 14:31:58.416,828,1653,813,2483,1331,4095,1463,2069,2259,1527
2024-08-20 14:31:58.466,1063,1711,616,2329,895,4095,1555,1937,1891,1557
2024-08-20 14:31:58.516,1263,1711,459,1705,508,4095,1629,1702,1429,1596
2024-08-20 14:31:58.566,1477,1479,284,1150,585,4095,1673,1428,815,1467
2024-08-20 14:31:58.616,1686,1428,349,799,987,4095,1711,1150,163,1469
2024-08-20 14:31:58.666,1811,1678,583,709,1294,3735,1703,967,0,1478
2024-08-20 14:31:58.716,1927,1941,814,775,985,2553,1653,877,0,1437
2024-08-20 14:31:58.767,2065,2120,1173,827,712,1041,1622,883,103,1477
2024-08-20 14:31:58.818,2215,2197,1619,951,986,17,1605,903,326,1548
2024-08-20 14:31:58.868,2255,2139,1892,1135,1361,0,1588,950,652,1595
2024-08-20 14:31:58.918,2232,2003,2076,1353,1514,0,1555,1045,1055,1571
2024-08-20 14:31:58.968,2079,1745,2196,1465,1461,0,1554,1149,1503,1435
2024-08-20 14:31:59.189,1635,1125,2204,1864,1581,0,1525,1269,2799,1528
2024-08-20 14:31:59.196,1621,1118,2184,1875,1709,0,1517,1272,2822,1468
2024-08-20 14:31:59.246,1513,1123,2150,1961,2217,0,1524,1325,2936,1446
2024-08-20 14:31:59.296,1292,1013,2107,2168,2180,0,1557,1369,2984,1471
2024-08-20 14:31:59.347,1041,986,1931,2333,2063,24,1592,1385,2969,1546
2024-08-20 14:31:59.398,863,1093,1591,2467,2035,341,1574,1379,2879,1610
2024-08-20 14:31:59.448,789,1259,1183,2501,2067,825,1556,1337,2761,1571
2024-08-20 14:31:59.498,752,1445,789,2451,2206,1340,1551,1489,2579,1544
2024-08-20 14:31:59.548,777,1581,471,1815,2520,1941,1557,1554,2296,1531
2024-08-20 14:31:59.599,858,1647,350,1169,2595,2554,1545,1465,1771,1564
2024-08-20 14:31:59.649,1019,1705,445,928,2462,3236,1527,1427,917,1576
2024-08-20 14:31:59.700,1227,1644,659,922,2055,3987,1514,1455,254,1628
2024-08-20 14:31:59.751,1491,1640,959,872,2102,4095,1469,1551,0,1719
2024-08-20 14:31:59.801,1751,1676,1292,950,1478,4095,1493,1497,6,1715
2024-08-20 14:31:59.851,1983,1739,1584,1103,1203,4095,1531,1482,134,1741
2024-08-20 14:31:59.901,2110,1845,1772,1275,1699,4095,1570,1477,366,1849
2024-08-20 14:31:59.952,2166,2043,1916,1363,1843,4095,1603,1576,703,1835
2024-08-20 14:32:00.001,2300,2185,2067,1349,1526,4095,1587,1716,1081,1752
2024-08-20 14:32:00.054,2347,2223,2168,1373,669,3533,1581,1741,1463,1654
