------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
Pulse version,V2.3
------------------------------,--------------------
Device,Pulse
Rate_Hz,20
UTC,-5.00
Day light saving time,Yes
Window_Sec,5
Recording mode,Continuos
Record[min],NA
Sleep[min],NA
S1,Crep_1
S2,Crep_2
S3,Crep_3
S4,Crep_4
S5,Crep_5
S6,Crep_6
S7,Crep_7
S8,Crep_8
S9,Crep_9
S10,Crep_10
------------------------------,--------------------
Time,Crep_1,Crep_2,Crep_3,Crep_4,Crep_5,Crep_6,Crep_7,Crep_8,Crep_9,Crep_10
2024-08-19 20:00:00.130,1447,1455,1092,2483,921,1034,2043,0,0,0
2024-08-19 20:00:00.176,1336,1527,1204,2091,980,0,2191,0,0,0
2024-08-19 20:00:00.226,1341,1647,1517,1769,559,0,2455,172,0,238
2024-08-19 20:00:00.276,1405,1659,1780,1643,889,0,2683,369,0,1713
2024-08-19 20:00:00.326,1463,1562,1884,1723,1594,0,2889,587,0,3756
2024-08-19 20:00:00.376,1452,1471,1951,1829,1637,0,3151,733,73,4095
2024-08-19 20:00:00.426,1373,1428,2039,1901,1339,0,3469,926,676,4095
2024-08-19 20:00:00.476,1439,1477,2132,1647,1239,0,3737,1182,1349,4095
2024-08-19 20:00:00.526,1695,1523,2079,1277,1635,106,4004,1435,1979,3225
2024-08-19 20:00:00.576,1915,1643,1861,1235,2739,261,4023,1709,2557,2135
2024-08-19 20:00:00.626,2007,1759,1371,1549,3799,365,3775,2083,2793,1817
2024-08-19 20:00:00.676,1835,1734,1096,1855,4095,627,3449,2515,1963,1052
2024-08-19 20:00:00.726,1590,1644,1018,2184,3809,921,3007,2813,1051,0
2024-08-19 20:00:00.776,1426,1523,1010,2591,2747,1254,2409,2935,907,0
2024-08-19 20:00:00.826,1353,1462,979,2717,793,1721,1608,3145,1361,0
2024-08-19 20:00:00.876,1375,1463,1051,2803,0,2275,667,3317,1998,0
2024-08-19 20:00:00.926,1436,1501,1165,2953,0,2846,0,3271,2452,0
2024-08-19 20:00:00.976,1495,1484,1274,2937,238,3245,1,3339,2405,312
2024-08-19 20:00:01.026,1513,1453,1452,2759,699,3627,0,3095,1683,1971
2024-08-19 20:00:01.076,1607,1638,1591,2675,1182,4095,0,2267,825,4095
2024-08-19 20:00:01.126,1685,1627,1737,2617,1847,4095,1,1241,187,4095
2024-08-19 20:00:01.176,1739,1577,1855,2571,2493,4095,46,575,0,4095
2024-08-19 20:00:01.226,1768,1574,2025,2510,2863,4095,585,311,217,3629
